denominator,participant_id,arrangement,iconicity,probability,decision,decisionTime
100,76,Random,square,90,evacuate,1412
100,76,Random,square,10,stay,2629
10,76,Random,square,70,evacuate,1546
10,76,Random,square,80,evacuate,2716
10,76,Random,square,10,stay,2403
10,76,Random,square,0,stay,1136
100,76,Random,square,60,evacuate,1360
10,76,Random,square,60,evacuate,1837
100,76,Random,square,40,stay,1308
100,76,Random,square,80,evacuate,1219
10,76,Random,square,30,evacuate,2247
10,76,Random,square,40,evacuate,1098
100,76,Random,square,70,evacuate,1977
100,76,Random,square,30,stay,1263
100,76,Random,square,20,stay,1558
100,76,Random,house,60,evacuate,1987
10,76,Random,house,40,stay,3446
100,76,Random,house,100,evacuate,1502
100,76,Random,house,70,evacuate,1252
10,76,Random,house,10,stay,1524
10,76,Random,house,70,stay,2037
10,76,Random,house,90,evacuate,1610
100,76,Random,house,10,stay,2117
10,76,Random,house,80,evacuate,1874
10,76,Random,house,20,stay,1526
100,76,Random,house,40,stay,1724
100,76,Random,house,50,evacuate,3212
100,76,Random,house,30,evacuate,6024
10,76,Random,house,50,evacuate,1883
10,76,Random,house,30,stay,1559
10,76,Random,house,60,stay,1113
100,76,Random,house,20,evacuate,1687
100,76,Random,house,80,evacuate,1307
100,76,Random,house,90,evacuate,1075
10,77,NA,naturalFrequency,80,evacuate,19831
10,77,NA,naturalFrequency,70,evacuate,2876
100,77,NA,naturalFrequency,60,evacuate,4362
10,77,NA,naturalFrequency,50,stay,3946
10,77,NA,naturalFrequency,30,stay,1705
10,77,NA,naturalFrequency,40,stay,2893
10,77,NA,naturalFrequency,20,stay,2025
10,77,NA,naturalFrequency,10,stay,1495
100,77,NA,naturalFrequency,30,stay,2766
100,77,NA,naturalFrequency,20,stay,1695
10,77,NA,naturalFrequency,100,evacuate,2252
100,77,NA,naturalFrequency,50,evacuate,1494
100,77,NA,naturalFrequency,80,evacuate,1659
100,77,NA,naturalFrequency,70,evacuate,2832
100,77,NA,naturalFrequency,40,stay,1866
100,77,NA,naturalFrequency,90,evacuate,1726
10,77,NA,naturalFrequency,60,evacuate,2392
10,77,NA,naturalFrequency,90,evacuate,1431
100,77,NA,naturalFrequency,10,evacuate,4000
10,77,Ordered,square,70,evacuate,17310
100,77,Ordered,square,20,evacuate,5752
100,77,Ordered,square,10,stay,1912
100,77,Ordered,square,70,evacuate,2444
100,77,Ordered,square,80,stay,6382
10,77,Ordered,square,60,stay,2230
10,77,Ordered,square,20,stay,2073
10,77,Ordered,square,40,stay,3305
100,77,Ordered,square,100,evacuate,2022
10,77,Ordered,square,50,evacuate,2213
100,77,Ordered,square,50,evacuate,2280
10,77,Ordered,square,10,stay,3033
10,77,Ordered,square,30,stay,4788
10,77,Ordered,square,80,evacuate,1336
100,77,Ordered,square,30,stay,1927
10,77,Ordered,square,90,evacuate,1782
100,77,Ordered,square,90,evacuate,1587
100,77,Ordered,square,40,evacuate,1413
100,77,Ordered,square,60,stay,2705
10,77,Ordered,house,90,evacuate,3875
100,77,Ordered,house,20,stay,2113
10,77,Ordered,house,50,stay,3121
10,77,Ordered,house,80,evacuate,1529
10,77,Ordered,house,30,stay,2069
100,77,Ordered,house,40,stay,1923
10,77,Ordered,house,100,evacuate,1568
100,77,Ordered,house,70,evacuate,1623
10,77,Ordered,house,40,stay,2221
100,77,Ordered,house,10,stay,1547
100,77,Ordered,house,30,stay,1429
10,77,Ordered,house,10,stay,1849
100,77,Ordered,house,80,evacuate,1877
10,77,Ordered,house,60,evacuate,1860
10,77,Ordered,house,20,stay,2452
100,77,Ordered,house,60,stay,1935
10,77,Ordered,house,70,evacuate,6544
100,77,Ordered,house,90,evacuate,1568
100,77,Ordered,house,50,evacuate,1302
10,77,Random,square,60,evacuate,9031
10,77,Random,square,20,stay,1618
10,77,Random,square,10,stay,1591
100,77,Random,square,30,stay,1655
100,77,Random,square,50,evacuate,11951
100,77,Random,square,0,stay,4417
10,77,Random,square,70,evacuate,5485
100,77,Random,square,80,evacuate,1394
100,77,Random,square,20,stay,1457
100,77,Random,square,10,stay,1830
10,77,Random,square,50,evacuate,57603
10,77,Random,square,30,stay,1662
100,77,Random,square,90,evacuate,1588
10,77,Random,square,80,evacuate,1949
100,77,Random,square,70,evacuate,2577
100,77,Random,square,40,evacuate,3391
10,77,Random,square,40,stay,2970
10,77,Random,square,90,evacuate,3990
100,77,Random,square,60,evacuate,3071
10,77,Random,house,60,evacuate,3761
100,77,Random,house,10,stay,1743
100,77,Random,house,90,evacuate,2094
100,77,Random,house,40,stay,5179
100,77,Random,house,20,stay,1799
100,77,Random,house,70,evacuate,1492
10,77,Random,house,90,evacuate,2739
100,77,Random,house,30,stay,2211
10,77,Random,house,10,stay,6624
10,77,Random,house,80,evacuate,17059
10,77,Random,house,50,evacuate,4860
10,77,Random,house,30,stay,3100
10,77,Random,house,70,evacuate,2229
100,77,Random,house,80,evacuate,17228
10,77,Random,house,20,stay,1898
100,77,Random,house,50,evacuate,1567
10,77,Random,house,40,stay,2899
10,77,Random,house,0,stay,1909
100,77,Random,house,60,stay,2656
10,78,NA,naturalFrequency,0,stay,4374
100,78,NA,naturalFrequency,80,evacuate,2324
10,78,NA,naturalFrequency,70,evacuate,2244
100,78,NA,naturalFrequency,50,evacuate,1770
10,78,NA,naturalFrequency,50,evacuate,1762
100,78,NA,naturalFrequency,10,stay,2085
100,78,NA,naturalFrequency,60,evacuate,946
10,78,NA,naturalFrequency,30,stay,7802
100,78,NA,naturalFrequency,20,stay,944
10,78,NA,naturalFrequency,90,evacuate,1554
10,78,NA,naturalFrequency,10,stay,1066
10,78,NA,naturalFrequency,80,evacuate,762
100,78,NA,naturalFrequency,90,evacuate,770
10,78,NA,naturalFrequency,20,stay,977
100,78,NA,naturalFrequency,70,evacuate,945
10,78,NA,naturalFrequency,40,evacuate,1370
10,78,NA,naturalFrequency,60,evacuate,1058
100,78,NA,naturalFrequency,40,evacuate,1786
100,78,NA,naturalFrequency,30,stay,882
10,78,Ordered,square,20,stay,4085
100,78,Ordered,square,70,evacuate,3611
100,78,Ordered,square,50,evacuate,1857
10,78,Ordered,square,100,evacuate,1410
100,78,Ordered,square,60,evacuate,1346
10,78,Ordered,square,80,evacuate,1210
100,78,Ordered,square,20,stay,1377
10,78,Ordered,square,50,evacuate,1865
100,78,Ordered,square,30,stay,1609
100,78,Ordered,square,90,evacuate,2011
100,78,Ordered,square,10,stay,1073
10,78,Ordered,square,30,evacuate,2068
10,78,Ordered,square,70,evacuate,906
100,78,Ordered,square,80,evacuate,2699
10,78,Ordered,square,40,evacuate,1520
10,78,Ordered,square,90,evacuate,896
10,78,Ordered,square,10,stay,1554
100,78,Ordered,square,40,evacuate,1497
10,78,Ordered,square,60,evacuate,1186
100,78,Ordered,house,20,stay,2315
10,78,Ordered,house,40,evacuate,1457
10,78,Ordered,house,0,stay,1514
100,78,Ordered,house,10,stay,1168
100,78,Ordered,house,80,evacuate,992
10,78,Ordered,house,70,evacuate,1136
10,78,Ordered,house,10,stay,1048
100,78,Ordered,house,30,stay,1920
10,78,Ordered,house,90,evacuate,1426
10,78,Ordered,house,30,stay,1322
100,78,Ordered,house,60,evacuate,1264
100,78,Ordered,house,90,evacuate,911
10,78,Ordered,house,20,stay,1314
100,78,Ordered,house,40,evacuate,1880
10,78,Ordered,house,60,evacuate,1618
100,78,Ordered,house,70,evacuate,1136
10,78,Ordered,house,80,evacuate,1178
100,78,Ordered,house,50,evacuate,1312
10,78,Ordered,house,50,evacuate,3740
100,78,Random,square,60,evacuate,4591
10,78,Random,square,60,evacuate,2340
100,78,Random,square,80,evacuate,1234
10,78,Random,square,10,stay,1170
100,78,Random,square,50,evacuate,2034
10,78,Random,square,20,stay,1290
100,78,Random,square,70,evacuate,1152
100,78,Random,square,20,stay,1234
10,78,Random,square,50,evacuate,1506
100,78,Random,square,90,evacuate,1122
10,78,Random,square,40,evacuate,1836
100,78,Random,square,30,stay,1346
10,78,Random,square,90,evacuate,1026
10,78,Random,square,80,evacuate,914
100,78,Random,square,40,evacuate,2244
100,78,Random,square,0,stay,882
10,78,Random,square,30,stay,1554
100,78,Random,square,10,stay,1202
10,78,Random,square,70,evacuate,1082
10,78,Random,house,80,evacuate,1585
100,78,Random,house,80,evacuate,1128
100,78,Random,house,50,evacuate,1726
100,78,Random,house,100,evacuate,702
10,78,Random,house,90,evacuate,1210
10,78,Random,house,10,stay,1229
100,78,Random,house,20,stay,1088
10,78,Random,house,30,stay,1137
100,78,Random,house,40,evacuate,1432
100,78,Random,house,70,evacuate,848
100,78,Random,house,30,stay,2179
10,78,Random,house,60,evacuate,1769
10,78,Random,house,70,evacuate,841
10,78,Random,house,40,evacuate,1362
10,78,Random,house,50,evacuate,896
100,78,Random,house,10,stay,1133
10,78,Random,house,20,stay,1282
100,78,Random,house,60,evacuate,1326
100,78,Random,house,90,evacuate,1232
10,79,NA,naturalFrequency,40,evacuate,13462
10,79,NA,naturalFrequency,90,evacuate,3392
100,79,NA,naturalFrequency,50,evacuate,3712
100,79,NA,naturalFrequency,40,evacuate,2921
10,79,NA,naturalFrequency,10,evacuate,9192
10,79,NA,naturalFrequency,20,evacuate,4021
100,79,NA,naturalFrequency,0,stay,2242
100,79,NA,naturalFrequency,30,evacuate,2341
10,79,NA,naturalFrequency,50,evacuate,1822
10,79,NA,naturalFrequency,60,evacuate,2252
10,79,NA,naturalFrequency,30,evacuate,1943
100,79,NA,naturalFrequency,60,evacuate,2233
100,79,NA,naturalFrequency,80,evacuate,1821
100,79,NA,naturalFrequency,70,evacuate,2212
100,79,NA,naturalFrequency,20,evacuate,4214
10,79,NA,naturalFrequency,80,evacuate,2162
10,79,NA,naturalFrequency,70,evacuate,2582
100,79,NA,naturalFrequency,90,evacuate,1811
100,79,NA,naturalFrequency,10,evacuate,2101
10,79,Ordered,square,30,evacuate,4842
10,79,Ordered,square,10,stay,2212
100,79,Ordered,square,20,evacuate,2031
100,79,Ordered,square,10,stay,3152
100,79,Ordered,square,30,evacuate,1031
10,79,Ordered,square,90,evacuate,2632
10,79,Ordered,square,40,evacuate,1561
100,79,Ordered,square,80,evacuate,1862
100,79,Ordered,square,90,evacuate,2691
10,79,Ordered,square,0,stay,1582
100,79,Ordered,square,70,evacuate,1712
100,79,Ordered,square,50,evacuate,1532
100,79,Ordered,square,40,evacuate,1601
100,79,Ordered,square,60,evacuate,1571
10,79,Ordered,square,60,evacuate,2232
10,79,Ordered,square,80,evacuate,2211
10,79,Ordered,square,50,evacuate,1872
10,79,Ordered,square,70,evacuate,1431
10,79,Ordered,square,20,stay,1832
10,79,Ordered,house,90,evacuate,2732
10,79,Ordered,house,70,evacuate,1501
100,79,Ordered,house,40,evacuate,1981
10,79,Ordered,house,30,evacuate,1751
100,79,Ordered,house,90,evacuate,1590
100,79,Ordered,house,30,evacuate,1380
100,79,Ordered,house,80,evacuate,1161
10,79,Ordered,house,20,stay,1782
100,79,Ordered,house,100,evacuate,1000
10,79,Ordered,house,40,evacuate,1871
100,79,Ordered,house,10,evacuate,1420
10,79,Ordered,house,80,evacuate,1341
10,79,Ordered,house,50,evacuate,893
10,79,Ordered,house,60,evacuate,1251
10,79,Ordered,house,10,stay,1221
100,79,Ordered,house,50,evacuate,1010
100,79,Ordered,house,70,evacuate,1400
100,79,Ordered,house,20,evacuate,1220
100,79,Ordered,house,60,evacuate,1080
10,79,Random,square,80,evacuate,2261
10,79,Random,square,0,stay,1502
10,79,Random,square,10,stay,1253
10,79,Random,square,40,evacuate,1091
100,79,Random,square,80,evacuate,1231
10,79,Random,square,20,stay,1602
100,79,Random,square,70,evacuate,1031
100,79,Random,square,30,evacuate,1501
100,79,Random,square,60,evacuate,931
10,79,Random,square,30,evacuate,1581
10,79,Random,square,50,evacuate,1442
100,79,Random,square,40,evacuate,771
100,79,Random,square,10,stay,2661
100,79,Random,square,90,evacuate,991
10,79,Random,square,70,evacuate,1893
10,79,Random,square,90,evacuate,932
100,79,Random,square,20,stay,1891
100,79,Random,square,50,evacuate,1021
10,79,Random,square,60,evacuate,2492
100,79,Random,house,70,evacuate,2039
100,79,Random,house,90,evacuate,1210
100,79,Random,house,10,stay,1240
10,79,Random,house,60,evacuate,1311
10,79,Random,house,30,stay,2041
10,79,Random,house,70,evacuate,762
100,79,Random,house,40,evacuate,1259
100,79,Random,house,60,evacuate,1041
10,79,Random,house,50,evacuate,762
10,79,Random,house,20,stay,1471
100,79,Random,house,30,evacuate,1190
10,79,Random,house,0,stay,1362
100,79,Random,house,80,evacuate,1290
10,79,Random,house,40,evacuate,1662
10,79,Random,house,90,evacuate,1222
100,79,Random,house,50,evacuate,1281
100,79,Random,house,20,evacuate,1241
10,79,Random,house,10,stay,1401
10,79,Random,house,80,evacuate,1241
100,80,NA,naturalFrequency,100,evacuate,2255
10,80,NA,naturalFrequency,80,evacuate,1051
10,80,NA,naturalFrequency,10,stay,2375
100,80,NA,naturalFrequency,20,evacuate,1648
100,80,NA,naturalFrequency,80,evacuate,937
10,80,NA,naturalFrequency,20,stay,1669
10,80,NA,naturalFrequency,30,stay,1182
100,80,NA,naturalFrequency,90,evacuate,1538
100,80,NA,naturalFrequency,30,evacuate,1458
10,80,NA,naturalFrequency,70,evacuate,1418
100,80,NA,naturalFrequency,40,evacuate,2129
100,80,NA,naturalFrequency,50,evacuate,1183
10,80,NA,naturalFrequency,40,evacuate,1122
100,80,NA,naturalFrequency,70,evacuate,697
10,80,NA,naturalFrequency,90,evacuate,660
100,80,NA,naturalFrequency,10,evacuate,1633
100,80,NA,naturalFrequency,60,evacuate,1798
10,80,NA,naturalFrequency,60,evacuate,1514
10,80,NA,naturalFrequency,50,evacuate,807
10,80,Ordered,square,20,stay,3697
10,80,Ordered,square,80,evacuate,781
100,80,Ordered,square,40,evacuate,1803
100,80,Ordered,square,70,evacuate,882
10,80,Ordered,square,10,stay,1569
10,80,Ordered,square,100,evacuate,822
100,80,Ordered,square,90,evacuate,1027
100,80,Ordered,square,30,evacuate,2666
100,80,Ordered,square,60,evacuate,821
10,80,Ordered,square,90,evacuate,892
100,80,Ordered,square,80,evacuate,1092
10,80,Ordered,square,50,evacuate,1157
10,80,Ordered,square,70,evacuate,727
10,80,Ordered,square,40,stay,898
10,80,Ordered,square,60,evacuate,1553
100,80,Ordered,square,20,stay,1011
10,80,Ordered,square,30,evacuate,1669
100,80,Ordered,square,50,evacuate,2942
100,80,Ordered,square,10,stay,997
100,80,Ordered,house,10,stay,2780
10,80,Ordered,house,30,evacuate,1152
100,80,Ordered,house,20,stay,1047
100,80,Ordered,house,50,evacuate,1516
10,80,Ordered,house,50,evacuate,1002
10,80,Ordered,house,100,evacuate,850
100,80,Ordered,house,30,evacuate,1907
100,80,Ordered,house,40,evacuate,846
10,80,Ordered,house,60,evacuate,997
100,80,Ordered,house,90,evacuate,1187
100,80,Ordered,house,80,evacuate,976
100,80,Ordered,house,70,evacuate,1787
100,80,Ordered,house,60,evacuate,897
10,80,Ordered,house,40,evacuate,1066
10,80,Ordered,house,80,evacuate,698
10,80,Ordered,house,10,stay,827
10,80,Ordered,house,20,stay,801
10,80,Ordered,house,90,evacuate,700
10,80,Ordered,house,70,evacuate,841
10,80,Random,square,80,evacuate,2184
100,80,Random,square,10,stay,1171
10,80,Random,square,20,stay,1768
10,80,Random,square,30,evacuate,1042
10,80,Random,square,90,evacuate,736
100,80,Random,square,60,evacuate,802
100,80,Random,square,20,stay,1833
100,80,Random,square,100,evacuate,591
100,80,Random,square,90,evacuate,896
10,80,Random,square,40,evacuate,1257
10,80,Random,square,50,evacuate,646
100,80,Random,square,30,evacuate,1086
10,80,Random,square,60,evacuate,837
100,80,Random,square,70,evacuate,887
10,80,Random,square,10,stay,852
10,80,Random,square,70,evacuate,671
100,80,Random,square,40,evacuate,1333
100,80,Random,square,50,evacuate,797
100,80,Random,square,80,evacuate,686
100,80,Random,house,70,evacuate,2850
10,80,Random,house,80,evacuate,876
10,80,Random,house,30,stay,1293
10,80,Random,house,40,evacuate,831
100,80,Random,house,60,evacuate,1161
10,80,Random,house,20,stay,1353
10,80,Random,house,50,evacuate,1122
100,80,Random,house,20,evacuate,1186
10,80,Random,house,90,evacuate,1002
100,80,Random,house,90,evacuate,971
100,80,Random,house,50,evacuate,826
10,80,Random,house,100,evacuate,687
100,80,Random,house,40,evacuate,1056
100,80,Random,house,80,evacuate,986
100,80,Random,house,10,stay,806
10,80,Random,house,60,evacuate,837
10,80,Random,house,10,stay,965
10,80,Random,house,70,evacuate,750
100,80,Random,house,30,evacuate,1336
10,81,NA,naturalFrequency,50,evacuate,5538
100,81,NA,naturalFrequency,60,evacuate,2856
10,81,NA,naturalFrequency,80,evacuate,2548
100,81,NA,naturalFrequency,20,stay,1286
10,81,NA,naturalFrequency,40,stay,1200
10,81,NA,naturalFrequency,100,evacuate,1169
10,81,NA,naturalFrequency,70,evacuate,1559
100,81,NA,naturalFrequency,40,stay,1130
10,81,NA,naturalFrequency,30,stay,1100
10,81,NA,naturalFrequency,10,stay,922
100,81,NA,naturalFrequency,80,evacuate,1689
100,81,NA,naturalFrequency,70,evacuate,1022
100,81,NA,naturalFrequency,90,evacuate,2146
100,81,NA,naturalFrequency,10,stay,1246
10,81,NA,naturalFrequency,20,stay,1526
10,81,NA,naturalFrequency,90,evacuate,1022
100,81,NA,naturalFrequency,50,evacuate,1067
10,81,NA,naturalFrequency,60,evacuate,1101
100,81,NA,naturalFrequency,30,stay,1115
100,81,Ordered,square,30,evacuate,3477
100,81,Ordered,square,60,evacuate,1044
10,81,Ordered,square,70,evacuate,2278
10,81,Ordered,square,90,evacuate,946
10,81,Ordered,square,30,evacuate,3251
10,81,Ordered,square,80,evacuate,882
100,81,Ordered,square,10,stay,1440
100,81,Ordered,square,40,stay,1355
100,81,Ordered,square,20,stay,860
100,81,Ordered,square,50,evacuate,883
100,81,Ordered,square,80,evacuate,844
10,81,Ordered,square,50,evacuate,1348
100,81,Ordered,square,70,evacuate,1016
10,81,Ordered,square,40,evacuate,1896
10,81,Ordered,square,20,stay,836
10,81,Ordered,square,100,evacuate,868
10,81,Ordered,square,60,evacuate,961
10,81,Ordered,square,10,stay,860
100,81,Ordered,square,90,evacuate,953
100,81,Ordered,house,10,stay,2879
10,81,Ordered,house,40,evacuate,2642
100,81,Ordered,house,80,evacuate,2461
100,81,Ordered,house,50,evacuate,881
100,81,Ordered,house,70,evacuate,1277
10,81,Ordered,house,90,evacuate,1224
10,81,Ordered,house,10,stay,859
10,81,Ordered,house,70,evacuate,881
100,81,Ordered,house,20,stay,1247
100,81,Ordered,house,60,evacuate,990
10,81,Ordered,house,100,evacuate,1448
10,81,Ordered,house,80,evacuate,1332
100,81,Ordered,house,30,stay,1060
10,81,Ordered,house,30,stay,1292
10,81,Ordered,house,20,stay,751
10,81,Ordered,house,60,evacuate,1014
10,81,Ordered,house,50,evacuate,875
100,81,Ordered,house,90,evacuate,998
100,81,Ordered,house,40,evacuate,3825
100,81,Random,square,80,evacuate,3237
100,81,Random,square,60,evacuate,2131
10,81,Random,square,50,evacuate,1790
10,81,Random,square,40,stay,1540
100,81,Random,square,20,evacuate,1248
10,81,Random,square,60,evacuate,1775
10,81,Random,square,10,stay,960
100,81,Random,square,10,stay,975
10,81,Random,square,90,evacuate,1028
10,81,Random,square,70,evacuate,803
100,81,Random,square,40,evacuate,2028
10,81,Random,square,30,stay,1036
100,81,Random,square,70,evacuate,1426
10,81,Random,square,80,evacuate,1402
100,81,Random,square,50,evacuate,1372
10,81,Random,square,20,stay,1487
100,81,Random,square,30,stay,1154
100,81,Random,square,90,evacuate,884
100,81,Random,square,0,stay,1439
10,81,Random,house,90,evacuate,2989
10,81,Random,house,60,evacuate,905
10,81,Random,house,0,stay,947
10,81,Random,house,20,stay,960
10,81,Random,house,10,stay,650
10,81,Random,house,30,stay,906
10,81,Random,house,80,evacuate,860
100,81,Random,house,90,evacuate,1176
100,81,Random,house,30,stay,1455
10,81,Random,house,70,evacuate,1365
100,81,Random,house,50,evacuate,1888
100,81,Random,house,10,stay,1020
100,81,Random,house,60,evacuate,904
10,81,Random,house,50,evacuate,2874
100,81,Random,house,70,evacuate,1563
100,81,Random,house,20,stay,1036
10,81,Random,house,40,stay,1478
100,81,Random,house,40,evacuate,1252
100,81,Random,house,80,evacuate,820
10,82,NA,naturalFrequency,50,evacuate,4569
100,82,NA,naturalFrequency,80,evacuate,2869
10,82,NA,naturalFrequency,30,stay,1395
10,82,NA,naturalFrequency,40,stay,1868
100,82,NA,naturalFrequency,40,stay,2115
10,82,NA,naturalFrequency,80,evacuate,1257
100,82,NA,naturalFrequency,60,evacuate,1170
100,82,NA,naturalFrequency,50,evacuate,2031
10,82,NA,naturalFrequency,90,evacuate,1664
