denominator,participant_id,arrangement,iconicity,probability,decision,decisionTime
100,125,Ordered,house,10,stay,2903
10,125,Ordered,house,30,evacuate,3135
100,125,Ordered,house,80,evacuate,2503
100,125,Ordered,house,60,evacuate,7714
100,125,Random,square,30,evacuate,3011
10,125,Random,square,100,evacuate,2107
100,125,Random,square,20,evacuate,1901
100,125,Random,square,40,evacuate,2190
100,125,Random,square,90,evacuate,1584
10,125,Random,square,30,evacuate,2243
100,125,Random,square,70,evacuate,1837
10,125,Random,square,70,evacuate,2152
100,125,Random,square,60,evacuate,2114
100,125,Random,square,10,stay,3264
10,125,Random,square,20,stay,2395
10,125,Random,square,80,evacuate,2089
100,125,Random,square,50,evacuate,1807
100,125,Random,square,80,evacuate,1439
10,125,Random,square,90,evacuate,2049
10,125,Random,square,10,stay,4563
10,125,Random,square,50,evacuate,1739
10,125,Random,square,40,evacuate,2016
10,125,Random,square,60,evacuate,1799
10,125,Random,house,50,evacuate,3617
10,125,Random,house,30,stay,3262
100,125,Random,house,90,evacuate,1981
100,125,Random,house,10,stay,2489
10,125,Random,house,10,stay,2086
10,125,Random,house,40,evacuate,2958
100,125,Random,house,40,evacuate,1990
100,125,Random,house,30,evacuate,1575
10,125,Random,house,20,stay,1954
10,125,Random,house,0,stay,2024
100,125,Random,house,80,evacuate,1679
10,125,Random,house,90,evacuate,2329
100,125,Random,house,20,stay,7561
100,125,Random,house,50,evacuate,1708
10,125,Random,house,80,evacuate,2170
100,125,Random,house,60,evacuate,3669
10,125,Random,house,60,evacuate,2330
10,125,Random,house,70,evacuate,1483
100,125,Random,house,70,evacuate,1712
100,126,NA,naturalFrequency,80,evacuate,41456
100,126,NA,naturalFrequency,30,stay,22240
100,126,NA,naturalFrequency,90,stay,1728
100,126,NA,naturalFrequency,100,evacuate,1598
10,126,NA,naturalFrequency,70,evacuate,3404
100,126,NA,naturalFrequency,70,stay,40538
10,126,NA,naturalFrequency,60,stay,13678
10,126,NA,naturalFrequency,90,evacuate,1480
100,126,NA,naturalFrequency,50,stay,1500
10,126,NA,naturalFrequency,50,evacuate,1654
10,126,NA,naturalFrequency,10,stay,125177
10,126,NA,naturalFrequency,80,evacuate,15480
10,126,NA,naturalFrequency,30,stay,1336
100,126,NA,naturalFrequency,60,stay,2738
100,126,NA,naturalFrequency,10,stay,1966
10,126,NA,naturalFrequency,20,stay,1300
100,126,NA,naturalFrequency,40,stay,2270
10,126,NA,naturalFrequency,40,stay,1122
100,126,NA,naturalFrequency,20,stay,980
100,126,Ordered,square,30,stay,6413
10,126,Ordered,square,100,evacuate,2692
100,126,Ordered,square,20,evacuate,1294
100,126,Ordered,square,60,stay,1076
100,126,Ordered,square,50,stay,908
10,126,Ordered,square,90,evacuate,2672
10,126,Ordered,square,70,evacuate,970
10,126,Ordered,square,80,evacuate,748
100,126,Ordered,square,40,stay,1000
100,126,Ordered,square,90,evacuate,697
10,126,Ordered,square,40,stay,2748
10,126,Ordered,square,30,evacuate,855
10,126,Ordered,square,50,evacuate,2434
100,126,Ordered,square,10,stay,1804
100,126,Ordered,square,80,stay,1200
10,126,Ordered,square,60,evacuate,1608
100,126,Ordered,square,70,evacuate,890
10,126,Ordered,square,10,stay,1098
10,126,Ordered,square,20,stay,1112
100,126,Ordered,house,50,stay,3234
10,126,Ordered,house,70,evacuate,29065
100,126,Ordered,house,10,stay,15064
100,126,Ordered,house,60,stay,1324
10,126,Ordered,house,90,evacuate,1181
10,126,Ordered,house,50,evacuate,1736
100,126,Ordered,house,40,stay,1744
100,126,Ordered,house,80,evacuate,854
10,126,Ordered,house,0,stay,1264
10,126,Ordered,house,40,evacuate,1331
10,126,Ordered,house,20,evacuate,1304
10,126,Ordered,house,80,stay,1259
100,126,Ordered,house,20,stay,1340
100,126,Ordered,house,90,evacuate,1060
10,126,Ordered,house,10,stay,1466
100,126,Ordered,house,70,evacuate,938
100,126,Ordered,house,30,stay,1035
10,126,Ordered,house,30,stay,13050
10,126,Ordered,house,60,evacuate,1136
10,126,Random,square,50,evacuate,9131
100,126,Random,square,40,evacuate,1101
100,126,Random,square,90,evacuate,985
10,126,Random,square,80,evacuate,1335
10,126,Random,square,20,stay,1381
10,126,Random,square,100,evacuate,1221
10,126,Random,square,30,stay,6695
10,126,Random,square,40,stay,6135
10,126,Random,square,70,evacuate,11608
100,126,Random,square,30,stay,3807
100,126,Random,square,50,evacuate,1809
10,126,Random,square,90,evacuate,2090
100,126,Random,square,10,stay,1134
10,126,Random,square,10,stay,10422
100,126,Random,square,20,stay,1007
100,126,Random,square,80,evacuate,904
10,126,Random,square,60,evacuate,10929
100,126,Random,square,60,evacuate,1053
100,126,Random,square,70,evacuate,934
100,126,Random,house,10,evacuate,8532
10,126,Random,house,80,evacuate,1926
100,126,Random,house,80,evacuate,1223
100,126,Random,house,30,stay,27048
100,126,Random,house,20,stay,831
10,126,Random,house,90,evacuate,1630
10,126,Random,house,10,stay,1316
10,126,Random,house,50,stay,1090
100,126,Random,house,70,evacuate,1103
10,126,Random,house,30,stay,2806
10,126,Random,house,40,stay,958
100,126,Random,house,50,stay,1340
10,126,Random,house,70,evacuate,2012
100,126,Random,house,90,evacuate,1056
10,126,Random,house,60,stay,1105
100,126,Random,house,40,evacuate,1309
100,126,Random,house,100,evacuate,12537
10,126,Random,house,20,stay,1455
100,126,Random,house,60,stay,2683
100,127,NA,naturalFrequency,10,evacuate,13606
100,127,NA,naturalFrequency,20,evacuate,1504
10,127,NA,naturalFrequency,90,evacuate,1810
10,127,NA,naturalFrequency,70,evacuate,1247
100,127,NA,naturalFrequency,90,evacuate,1172
100,127,NA,naturalFrequency,30,evacuate,2879
10,127,NA,naturalFrequency,60,evacuate,1407
100,127,NA,naturalFrequency,70,evacuate,2287
100,127,NA,naturalFrequency,50,evacuate,1137
10,127,NA,naturalFrequency,80,evacuate,1136
10,127,NA,naturalFrequency,50,evacuate,1027
10,127,NA,naturalFrequency,10,evacuate,1726
100,127,NA,naturalFrequency,80,evacuate,1000
100,127,NA,naturalFrequency,0,stay,1454
100,127,NA,naturalFrequency,40,evacuate,1047
10,127,NA,naturalFrequency,40,evacuate,976
100,127,NA,naturalFrequency,60,evacuate,1019
10,127,NA,naturalFrequency,30,evacuate,1158
10,127,NA,naturalFrequency,20,evacuate,1026
100,127,Ordered,square,40,evacuate,4378
100,127,Ordered,square,30,evacuate,1168
100,127,Ordered,square,50,evacuate,1052
10,127,Ordered,square,100,evacuate,2265
10,127,Ordered,square,90,evacuate,1351
100,127,Ordered,square,80,evacuate,1460
100,127,Ordered,square,20,evacuate,1620
100,127,Ordered,square,10,stay,1176
10,127,Ordered,square,70,evacuate,1482
100,127,Ordered,square,60,evacuate,1169
100,127,Ordered,square,70,evacuate,990
10,127,Ordered,square,40,evacuate,1753
10,127,Ordered,square,60,evacuate,1039
100,127,Ordered,square,90,evacuate,1232
10,127,Ordered,square,20,stay,1477
10,127,Ordered,square,30,evacuate,1012
10,127,Ordered,square,50,evacuate,1011
10,127,Ordered,square,10,stay,1128
10,127,Ordered,square,80,evacuate,1177
100,127,Ordered,house,10,stay,3885
10,127,Ordered,house,30,evacuate,1349
10,127,Ordered,house,50,evacuate,905
10,127,Ordered,house,10,stay,1015
100,127,Ordered,house,20,stay,3304
100,127,Ordered,house,90,evacuate,1057
100,127,Ordered,house,40,evacuate,1330
10,127,Ordered,house,100,evacuate,1606
10,127,Ordered,house,20,stay,1277
100,127,Ordered,house,60,evacuate,1967
100,127,Ordered,house,50,evacuate,954
10,127,Ordered,house,40,evacuate,1578
100,127,Ordered,house,70,evacuate,1877
100,127,Ordered,house,30,evacuate,1335
10,127,Ordered,house,60,evacuate,1198
10,127,Ordered,house,90,evacuate,876
10,127,Ordered,house,80,evacuate,723
10,127,Ordered,house,70,evacuate,918
100,127,Ordered,house,80,evacuate,1428
10,127,Random,square,60,evacuate,1687
10,127,Random,square,30,evacuate,1810
10,127,Random,square,20,stay,1135
100,127,Random,square,20,stay,6048
10,127,Random,square,50,evacuate,1213
100,127,Random,square,90,evacuate,1376
10,127,Random,square,90,evacuate,1606
10,127,Random,square,40,evacuate,969
100,127,Random,square,30,evacuate,1273
10,127,Random,square,10,stay,1308
100,127,Random,square,60,evacuate,1099
100,127,Random,square,70,evacuate,995
100,127,Random,square,0,stay,1148
10,127,Random,square,70,evacuate,1589
10,127,Random,square,80,evacuate,866
100,127,Random,square,10,stay,1668
100,127,Random,square,80,evacuate,927
100,127,Random,square,50,evacuate,1016
100,127,Random,square,40,evacuate,1328
10,127,Random,house,70,evacuate,2008
100,127,Random,house,20,stay,1663
10,127,Random,house,80,evacuate,1256
100,127,Random,house,60,evacuate,1561
10,127,Random,house,30,evacuate,1425
100,127,Random,house,30,evacuate,1658
100,127,Random,house,10,stay,1392
10,127,Random,house,40,evacuate,1315
10,127,Random,house,90,evacuate,808
100,127,Random,house,40,evacuate,1227
10,127,Random,house,10,stay,1278
10,127,Random,house,50,evacuate,1140
100,127,Random,house,90,evacuate,1256
10,127,Random,house,60,evacuate,1184
100,127,Random,house,50,evacuate,1236
10,127,Random,house,20,stay,1280
10,127,Random,house,0,stay,1682
100,127,Random,house,70,evacuate,1411
100,127,Random,house,80,evacuate,1634
10,128,NA,naturalFrequency,50,stay,10671
10,128,NA,naturalFrequency,30,evacuate,3030
100,128,NA,naturalFrequency,30,stay,2849
10,128,NA,naturalFrequency,80,evacuate,6504
10,128,NA,naturalFrequency,10,stay,3083
10,128,NA,naturalFrequency,70,evacuate,1801
100,128,NA,naturalFrequency,20,stay,3616
10,128,NA,naturalFrequency,100,evacuate,2391
100,128,NA,naturalFrequency,40,stay,3184
10,128,NA,naturalFrequency,90,evacuate,3299
100,128,NA,naturalFrequency,10,stay,2151
10,128,NA,naturalFrequency,40,stay,2172
10,128,NA,naturalFrequency,20,stay,3049
10,128,NA,naturalFrequency,60,stay,1560
100,128,NA,naturalFrequency,70,evacuate,2021
100,128,NA,naturalFrequency,80,evacuate,1662
100,128,NA,naturalFrequency,60,stay,3138
100,128,NA,naturalFrequency,90,evacuate,1542
100,128,NA,naturalFrequency,50,stay,1419
100,128,Ordered,square,50,stay,7782
10,128,Ordered,square,10,stay,3201
100,128,Ordered,square,70,evacuate,1703
100,128,Ordered,square,60,evacuate,1508
10,128,Ordered,square,30,stay,1754
10,128,Ordered,square,90,evacuate,1498
10,128,Ordered,square,50,stay,1415
10,128,Ordered,square,20,stay,990
10,128,Ordered,square,70,evacuate,1053
10,128,Ordered,square,40,stay,1754
10,128,Ordered,square,60,stay,2325
100,128,Ordered,square,20,stay,1366
100,128,Ordered,square,10,stay,1154
10,128,Ordered,square,100,evacuate,998
100,128,Ordered,square,90,evacuate,901
100,128,Ordered,square,30,stay,984
100,128,Ordered,square,40,stay,974
100,128,Ordered,square,80,evacuate,881
10,128,Ordered,square,80,evacuate,1907
100,128,Ordered,house,60,stay,6658
10,128,Ordered,house,60,evacuate,2789
100,128,Ordered,house,10,stay,1069
100,128,Ordered,house,70,evacuate,1356
10,128,Ordered,house,90,evacuate,1321
10,128,Ordered,house,70,evacuate,1321
10,128,Ordered,house,30,stay,1158
100,128,Ordered,house,90,evacuate,1069
100,128,Ordered,house,20,stay,1378
100,128,Ordered,house,30,stay,903
10,128,Ordered,house,80,evacuate,1280
100,128,Ordered,house,50,stay,1450
100,128,Ordered,house,80,evacuate,833
10,128,Ordered,house,20,stay,1156
10,128,Ordered,house,40,stay,876
100,128,Ordered,house,40,stay,1160
100,128,Ordered,house,100,evacuate,864
10,128,Ordered,house,50,stay,1803
10,128,Ordered,house,10,stay,1136
10,128,Random,square,90,evacuate,2277
100,128,Random,square,60,evacuate,2893
10,128,Random,square,70,evacuate,1755
100,128,Random,square,30,stay,1190
100,128,Random,square,10,stay,1905
100,128,Random,square,50,evacuate,1245
10,128,Random,square,40,stay,1406
100,128,Random,square,80,evacuate,2000
10,128,Random,square,20,stay,1334
10,128,Random,square,10,stay,1024
10,128,Random,square,50,stay,1003
10,128,Random,square,60,evacuate,861
100,128,Random,square,0,stay,1293
100,128,Random,square,70,evacuate,982
10,128,Random,square,80,evacuate,1191
100,128,Random,square,20,evacuate,1443
100,128,Random,square,90,evacuate,1170
10,128,Random,square,30,stay,1112
100,128,Random,square,40,evacuate,1048
100,128,Random,house,70,evacuate,5232
100,128,Random,house,60,evacuate,1993
100,128,Random,house,10,stay,1090
100,128,Random,house,40,stay,1015
100,128,Random,house,20,stay,1202
10,128,Random,house,10,stay,939
100,128,Random,house,30,stay,1016
10,128,Random,house,60,stay,1057
100,128,Random,house,90,evacuate,803
10,128,Random,house,40,stay,910
10,128,Random,house,80,stay,800
10,128,Random,house,90,evacuate,1204
10,128,Random,house,70,evacuate,1148
100,128,Random,house,80,evacuate,906
10,128,Random,house,100,evacuate,981
10,128,Random,house,50,stay,1062
10,128,Random,house,20,stay,1292
10,128,Random,house,30,stay,1476
100,128,Random,house,50,evacuate,1618
10,129,NA,naturalFrequency,60,evacuate,2820
100,129,NA,naturalFrequency,10,stay,1826
100,129,NA,naturalFrequency,70,evacuate,2923
10,129,NA,naturalFrequency,70,evacuate,1410
100,129,NA,naturalFrequency,60,evacuate,1530
10,129,NA,naturalFrequency,80,stay,1122
10,129,NA,naturalFrequency,50,stay,2021
10,129,NA,naturalFrequency,20,stay,1085
10,129,NA,naturalFrequency,30,stay,815
100,129,NA,naturalFrequency,100,evacuate,2105
100,129,NA,naturalFrequency,90,evacuate,973
100,129,NA,naturalFrequency,40,stay,991
100,129,NA,naturalFrequency,50,stay,5175
100,129,NA,naturalFrequency,20,stay,1188
100,129,NA,naturalFrequency,80,evacuate,1308
10,129,NA,naturalFrequency,40,stay,1167
100,129,NA,naturalFrequency,30,stay,1131
10,129,NA,naturalFrequency,10,stay,928
10,129,NA,naturalFrequency,90,evacuate,1056
100,129,Ordered,square,70,evacuate,1175
10,129,Ordered,square,60,evacuate,1214
10,129,Ordered,square,70,evacuate,1049
100,129,Ordered,square,40,evacuate,975
100,129,Ordered,square,30,stay,919
10,129,Ordered,square,10,stay,926
100,129,Ordered,square,80,evacuate,796
10,129,Ordered,square,50,evacuate,1974
100,129,Ordered,square,0,stay,1057
100,129,Ordered,square,60,evacuate,863
10,129,Ordered,square,90,evacuate,965
10,129,Ordered,square,30,stay,900
100,129,Ordered,square,50,evacuate,1048
10,129,Ordered,square,20,stay,1002
10,129,Ordered,square,80,evacuate,789
100,129,Ordered,square,90,evacuate,834
100,129,Ordered,square,20,stay,870
10,129,Ordered,square,40,stay,1847
100,129,Ordered,square,10,stay,1168
10,129,Ordered,house,60,evacuate,2963
10,129,Ordered,house,70,evacuate,1021
10,129,Ordered,house,50,stay,1195
10,129,Ordered,house,40,stay,1892
100,129,Ordered,house,30,stay,1203
10,129,Ordered,house,90,evacuate,1121
100,129,Ordered,house,10,stay,1086
10,129,Ordered,house,30,stay,917
100,129,Ordered,house,70,evacuate,973
100,129,Ordered,house,60,evacuate,822
100,129,Ordered,house,20,stay,842
100,129,Ordered,house,50,stay,2631
10,129,Ordered,house,80,evacuate,1131
100,129,Ordered,house,90,evacuate,963
100,129,Ordered,house,100,evacuate,787
100,129,Ordered,house,80,evacuate,990
100,129,Ordered,house,40,stay,974
10,129,Ordered,house,10,stay,1243
10,129,Ordered,house,20,stay,769
10,129,Random,square,40,evacuate,2153
10,129,Random,square,80,evacuate,1271
10,129,Random,square,30,stay,1474
100,129,Random,square,30,stay,1187
100,129,Random,square,60,evacuate,1057
100,129,Random,square,50,evacuate,1167
100,129,Random,square,80,evacuate,1420
10,129,Random,square,100,evacuate,1224
10,129,Random,square,90,evacuate,918
10,129,Random,square,70,evacuate,975
100,129,Random,square,70,evacuate,1093
10,129,Random,square,20,stay,1076
100,129,Random,square,20,stay,1037
10,129,Random,square,60,evacuate,2004
10,129,Random,square,50,evacuate,9485
100,129,Random,square,40,stay,2328
100,129,Random,square,10,stay,1178
100,129,Random,square,90,evacuate,1880
10,129,Random,square,10,stay,935
100,129,Random,house,20,stay,1843
100,129,Random,house,60,stay,2454
10,129,Random,house,90,evacuate,1178
100,129,Random,house,90,evacuate,1048
100,129,Random,house,70,evacuate,1083
100,129,Random,house,80,evacuate,2473
10,129,Random,house,80,evacuate,1437
100,129,Random,house,50,stay,1046
100,129,Random,house,10,stay,1093
10,129,Random,house,20,stay,1085
100,129,Random,house,30,stay,1120
100,129,Random,house,40,stay,1148
10,129,Random,house,100,evacuate,1012
10,129,Random,house,30,stay,2753
10,129,Random,house,40,evacuate,1558
10,129,Random,house,70,evacuate,1187
10,129,Random,house,50,evacuate,900
10,129,Random,house,60,evacuate,1065
10,129,Random,house,10,stay,964
100,130,NA,naturalFrequency,30,stay,49575
100,130,NA,naturalFrequency,60,evacuate,2362
10,130,NA,naturalFrequency,20,stay,3056
10,130,NA,naturalFrequency,50,evacuate,1847
10,130,NA,naturalFrequency,70,evacuate,3468
10,130,NA,naturalFrequency,40,evacuate,1503
10,130,NA,naturalFrequency,80,evacuate,1227
100,130,NA,naturalFrequency,20,stay,1868
10,130,NA,naturalFrequency,30,evacuate,1639
100,130,NA,naturalFrequency,80,evacuate,2652
10,130,NA,naturalFrequency,0,stay,1799
100,130,NA,naturalFrequency,90,evacuate,2313
10,130,NA,naturalFrequency,90,evacuate,1461
10,130,NA,naturalFrequency,10,stay,1763
100,130,NA,naturalFrequency,70,evacuate,4309
100,130,NA,naturalFrequency,40,evacuate,2178
100,130,NA,naturalFrequency,10,stay,1290
100,130,NA,naturalFrequency,50,evacuate,1160
10,130,NA,naturalFrequency,60,evacuate,1978
100,130,Ordered,square,40,evacuate,33912
10,130,Ordered,square,30,stay,47019
10,130,Ordered,square,40,evacuate,1422
100,130,Ordered,square,60,evacuate,3226
10,130,Ordered,square,90,evacuate,4484
100,130,Ordered,square,20,stay,2360
10,130,Ordered,square,50,evacuate,1266
10,130,Ordered,square,70,evacuate,3209
10,130,Ordered,square,100,evacuate,858
100,130,Ordered,square,30,stay,1435
10,130,Ordered,square,10,stay,1412
100,130,Ordered,square,50,evacuate,1476
100,130,Ordered,square,80,evacuate,2530
100,130,Ordered,square,70,evacuate,1267
10,130,Ordered,square,60,evacuate,1228
100,130,Ordered,square,90,evacuate,1173
100,130,Ordered,square,10,stay,1387
10,130,Ordered,square,20,stay,1579
10,130,Ordered,square,80,evacuate,1051
100,130,Ordered,house,40,stay,7269
10,130,Ordered,house,40,evacuate,2951
10,130,Ordered,house,50,stay,1945
100,130,Ordered,house,80,evacuate,2471
100,130,Ordered,house,90,evacuate,2154
10,130,Ordered,house,80,evacuate,4323
10,130,Ordered,house,20,stay,1771
10,130,Ordered,house,90,evacuate,1647
100,130,Ordered,house,30,stay,2286
10,130,Ordered,house,60,evacuate,1928
100,130,Ordered,house,60,evacuate,1562
10,130,Ordered,house,30,stay,1849
10,130,Ordered,house,70,evacuate,1853
10,130,Ordered,house,0,stay,2306
100,130,Ordered,house,20,stay,2079
10,130,Ordered,house,10,stay,1637
100,130,Ordered,house,10,stay,1283
100,130,Ordered,house,70,evacuate,7374
100,130,Ordered,house,50,evacuate,1900
10,130,Random,square,20,stay,3836
100,130,Random,square,30,stay,2175
100,130,Random,square,80,evacuate,1199
100,130,Random,square,20,stay,1771
100,130,Random,square,100,evacuate,924
100,130,Random,square,50,evacuate,9986
10,130,Random,square,70,evacuate,1347
10,130,Random,square,60,evacuate,1359
100,130,Random,square,10,stay,2613
10,130,Random,square,90,evacuate,1553
10,130,Random,square,80,evacuate,1009
100,130,Random,square,60,evacuate,2022
100,130,Random,square,90,evacuate,1284
100,130,Random,square,70,evacuate,931
10,130,Random,square,30,stay,1388
10,130,Random,square,50,evacuate,1569
100,130,Random,square,40,stay,1520
10,130,Random,square,10,stay,1211
10,130,Random,square,40,evacuate,1593
100,130,Random,house,10,evacuate,1635
10,130,Random,house,70,evacuate,1431
10,130,Random,house,40,evacuate,1260
10,130,Random,house,30,stay,2919
100,130,Random,house,60,evacuate,1428
10,130,Random,house,20,stay,1208
100,130,Random,house,20,stay,1488
10,130,Random,house,90,evacuate,2134
100,130,Random,house,90,evacuate,9134
100,130,Random,house,50,evacuate,1962
100,130,Random,house,30,evacuate,2409
100,130,Random,house,40,evacuate,3008
10,130,Random,house,80,evacuate,4909
10,130,Random,house,60,evacuate,1202
10,130,Random,house,50,evacuate,1144
10,130,Random,house,100,evacuate,1392
10,130,Random,house,10,stay,2710
100,130,Random,house,70,evacuate,1341
100,130,Random,house,80,evacuate,1396
10,131,NA,naturalFrequency,10,evacuate,11087
100,131,NA,naturalFrequency,70,stay,2005
100,131,NA,naturalFrequency,20,evacuate,3000
10,131,NA,naturalFrequency,50,evacuate,1945
10,131,NA,naturalFrequency,70,evacuate,18935
100,131,NA,naturalFrequency,10,stay,6400
100,131,NA,naturalFrequency,60,evacuate,2840
10,131,NA,naturalFrequency,90,evacuate,3328
100,131,NA,naturalFrequency,90,evacuate,3080
100,131,NA,naturalFrequency,50,stay,3392
10,131,NA,naturalFrequency,80,evacuate,2088
100,131,NA,naturalFrequency,30,stay,2793
10,131,NA,naturalFrequency,60,evacuate,2248
10,131,NA,naturalFrequency,40,stay,6616
10,131,NA,naturalFrequency,30,stay,2504
100,131,NA,naturalFrequency,80,evacuate,3191
10,131,NA,naturalFrequency,0,stay,3264
10,131,NA,naturalFrequency,20,stay,2744
100,131,NA,naturalFrequency,40,stay,2231
100,131,Ordered,square,80,evacuate,16254
100,131,Ordered,square,60,evacuate,13951
10,131,Ordered,square,40,stay,5783
100,131,Ordered,square,40,stay,2704
10,131,Ordered,square,90,evacuate,5184
100,131,Ordered,square,20,stay,4607
10,131,Ordered,square,20,stay,3095
10,131,Ordered,square,30,stay,1728
10,131,Ordered,square,10,stay,1304
10,131,Ordered,square,60,evacuate,2103
100,131,Ordered,square,50,evacuate,2311
100,131,Ordered,square,0,stay,5648
10,131,Ordered,square,70,evacuate,3287
10,131,Ordered,square,50,stay,3688
10,131,Ordered,square,80,evacuate,5392
100,131,Ordered,square,70,stay,4656
100,131,Ordered,square,30,stay,1920
100,131,Ordered,square,10,evacuate,1624
100,131,Ordered,square,90,stay,3104
10,131,Ordered,house,40,stay,13934
10,131,Ordered,house,30,stay,3319
10,131,Ordered,house,10,stay,1478
10,131,Ordered,house,0,stay,1343
100,131,Ordered,house,20,stay,1928
100,131,Ordered,house,10,stay,1514
10,131,Ordered,house,90,evacuate,1775
10,131,Ordered,house,50,stay,2567
10,131,Ordered,house,70,evacuate,2718
100,131,Ordered,house,40,stay,3771
100,131,Ordered,house,60,evacuate,1857
100,131,Ordered,house,50,stay,2531
10,131,Ordered,house,80,evacuate,1984
100,131,Ordered,house,90,evacuate,1604
10,131,Ordered,house,20,stay,1687
10,131,Ordered,house,60,evacuate,1943
100,131,Ordered,house,70,evacuate,2012
100,131,Ordered,house,80,evacuate,1089
100,131,Ordered,house,30,stay,2208
10,131,Random,square,20,stay,4568
100,131,Random,square,60,evacuate,3494
100,131,Random,square,20,stay,1679
100,131,Random,square,50,evacuate,4687
10,131,Random,square,50,stay,7696
10,131,Random,square,80,evacuate,1647
100,131,Random,square,30,stay,1784
100,131,Random,square,70,evacuate,1735
100,131,Random,square,80,evacuate,2015
10,131,Random,square,30,stay,2328
10,131,Random,square,10,stay,1503
100,131,Random,square,10,stay,1512
100,131,Random,square,40,stay,1264
100,131,Random,square,90,evacuate,1016
10,131,Random,square,90,evacuate,1312
10,131,Random,square,60,evacuate,1456
10,131,Random,square,40,stay,5199
10,131,Random,square,70,evacuate,1824
100,131,Random,square,100,evacuate,1439
100,131,Random,house,20,stay,2544
10,131,Random,house,70,evacuate,1791
100,131,Random,house,70,evacuate,4315
10,131,Random,house,80,evacuate,3328
10,131,Random,house,30,stay,2375
10,131,Random,house,10,stay,1547
10,131,Random,house,50,evacuate,4550
100,131,Random,house,80,stay,1802
10,131,Random,house,40,stay,8855
100,131,Random,house,90,evacuate,1826
100,131,Random,house,30,stay,2331
10,131,Random,house,60,evacuate,1704
100,131,Random,house,10,stay,1435
10,131,Random,house,20,stay,2535
10,131,Random,house,90,evacuate,1335
100,131,Random,house,40,stay,1873
100,131,Random,house,50,evacuate,1235
10,131,Random,house,100,evacuate,1419
100,131,Random,house,60,evacuate,1539
100,132,NA,naturalFrequency,40,stay,18832
10,132,NA,naturalFrequency,60,evacuate,3330
10,132,NA,naturalFrequency,70,evacuate,3463
100,132,NA,naturalFrequency,20,stay,8502
100,132,NA,naturalFrequency,10,stay,8671
100,132,NA,naturalFrequency,30,stay,4815
100,132,NA,naturalFrequency,60,evacuate,2944
10,132,NA,naturalFrequency,0,stay,6092
10,132,NA,naturalFrequency,30,stay,3489
100,132,NA,naturalFrequency,90,evacuate,4242
100,132,NA,naturalFrequency,70,evacuate,2762
10,132,NA,naturalFrequency,10,stay,3330
100,132,NA,naturalFrequency,80,evacuate,2027
10,132,NA,naturalFrequency,90,evacuate,1751
10,132,NA,naturalFrequency,80,evacuate,2307
10,132,NA,naturalFrequency,20,stay,3450
10,132,NA,naturalFrequency,40,stay,1912
10,132,NA,naturalFrequency,50,evacuate,2491
100,132,NA,naturalFrequency,50,evacuate,6031
10,132,Ordered,square,50,evacuate,8106
100,132,Ordered,square,20,stay,5376
10,132,Ordered,square,30,stay,6292
100,132,Ordered,square,70,evacuate,2907
100,132,Ordered,square,50,stay,6769
10,132,Ordered,square,40,evacuate,6488
100,132,Ordered,square,80,evacuate,2660
10,132,Ordered,square,60,evacuate,3956
100,132,Ordered,square,30,stay,3119
100,132,Ordered,square,10,stay,2085
10,132,Ordered,square,0,stay,4130
10,132,Ordered,square,90,evacuate,2837
100,132,Ordered,square,60,evacuate,2388
10,132,Ordered,square,10,stay,3635
10,132,Ordered,square,70,evacuate,2292
100,132,Ordered,square,40,stay,4063
100,132,Ordered,square,90,evacuate,3044
10,132,Ordered,square,20,stay,3707
10,132,Ordered,square,80,evacuate,1957
10,132,Ordered,house,50,evacuate,4218
100,132,Ordered,house,10,stay,2655
10,132,Ordered,house,70,evacuate,1948
100,132,Ordered,house,30,stay,3041
100,132,Ordered,house,60,evacuate,2414
10,132,Ordered,house,40,evacuate,3530
10,132,Ordered,house,60,evacuate,2442
10,132,Ordered,house,30,stay,2484
100,132,Ordered,house,50,stay,6245
10,132,Ordered,house,20,stay,1936
100,132,Ordered,house,90,evacuate,2144
10,132,Ordered,house,10,stay,2603
100,132,Ordered,house,70,evacuate,2224
10,132,Ordered,house,90,evacuate,1559
100,132,Ordered,house,20,stay,3103
100,132,Ordered,house,40,stay,4113
100,132,Ordered,house,100,evacuate,2290
100,132,Ordered,house,80,evacuate,2351
10,132,Ordered,house,80,evacuate,2930
100,132,Random,square,60,evacuate,5805
10,132,Random,square,10,stay,2628
100,132,Random,square,70,evacuate,2411
10,132,Random,square,30,stay,3435
100,132,Random,square,30,stay,2004
100,132,Random,square,40,stay,3755
10,132,Random,square,90,evacuate,2579
100,132,Random,square,90,evacuate,3974
10,132,Random,square,100,evacuate,2571
10,132,Random,square,70,stay,1737
100,132,Random,square,10,stay,2675
10,132,Random,square,20,stay,2236
10,132,Random,square,80,evacuate,2895
10,132,Random,square,60,stay,3950
100,132,Random,square,20,stay,2890
10,132,Random,square,50,stay,3482
100,132,Random,square,80,evacuate,3027
10,132,Random,square,40,stay,3884
100,132,Random,square,50,evacuate,3262
100,132,Random,house,60,evacuate,3008
100,132,Random,house,20,stay,2048
100,132,Random,house,30,stay,2298
100,132,Random,house,90,evacuate,1751
100,132,Random,house,10,stay,3046
100,132,Random,house,80,evacuate,1670
10,132,Random,house,50,evacuate,5375
10,132,Random,house,40,evacuate,2836
10,132,Random,house,80,evacuate,1531
10,132,Random,house,60,evacuate,2659
100,132,Random,house,70,evacuate,1646
